Name_x,Amusement Park,Type_x,Design,Status_x,Opened,City,Region,Country,Make,Length (ft),Height (ft),Speed (mph),Inversions_x,Elements,Image URLs,Drop (ft),Duration_x,G-Force (),Vertical Angle (°),Uphill Length (ft),Downhill Length (ft),Δ Elevation (ft),Airtime Points,Crossings,Bank Angle (°),Drop_x,Unnamed: 0,year_introduced,Location,Park section,Coordinates,Status_y,Opening date,General statistics,Type_y,Manufacturer,Designer,Model,Track layout,Lift/launch system,Height,Drop_y,Length,Speed,Duration_y,Max vertical angle,Capacity,G-force,coaster_name,History,Closing date,Inversions_y,Trains,Replaced,Replaced by,General Statistics,Cost,Height restriction,Website,Coordinates_1,Coordinates_2,Status_1,Status_2,Opening date_1,Opening date_2,Coordinates_3,Coordinates_4,Status_3,Status_4,Opening date_3,Opening date_4,Flash Pass Available,Closing date_1,Closing date_2,Closing date_3,Closing date_4,Fast Lane available,Location_1,Location_2,Location_3,Location_4,Must transfer from wheelchair,Theme,Single rider line available,Restraint Style,Coordinates_5,Coordinates_6,Status_5,Status_6,Opening date_5,Opening date_6,Coordinates_7,Coordinates_8,Coordinates_9,Status_7,Status_8,Status_9,Opening date_7,Opening date_8,Opening date_9,Park section_1,Park section_2,Park section_3,Park section_4,Coordinates_10,Status_10,Opening date_10,Replaced by_1,Replaced by_2,Coordinates_11,Coordinates_12,Coordinates_13,Coordinates_14,Coordinates_15,Status_11,Status_12,Status_13,Status_14,Status_15,Opening date_11,Opening date_12,Opening date_13,Opening date_14,Opening date_15,Closing date_5,Closing date_6,Closing date_7,Closing date_8,Replaced by_3,Replaced by_4,Coordinates_16,Coordinates_17,Coordinates_18,Coordinates_19,Coordinates_20,Status_16,Status_17,Status_18,Status_19,Status_20,Opening date_16,Opening date_17,Opening date_18,Opening date_19,Opening date_20,Closing date_9,Closing date_10,Closing date_11,Closing date_12,Coordinates_21,Coordinates_22,Coordinates_23,Coordinates_24,Coordinates_25,Status_21,Status_22,Status_23,Status_24,Status_25,Opening date_21,Opening date_22,Opening date_23,Opening date_24,Opening date_25,Closing date_13,Closing date_14,Closing date_15,Closing date_16,Coordinates_26,Coordinates_27,Coordinates_28,Coordinates_29,Coordinates_30,Status_26,Status_27,Status_28,Status_29,Status_30,Opening date_26,Opening date_27,Opening date_28,Opening date_29,Opening date_30,Closing date_17,Closing date_18,Closing date_19,Closing date_20,Coordinates_31,Coordinates_32,Coordinates_33,Coordinates_34,Coordinates_35,Coordinates_36,Status_31,Status_32,Status_33,Status_34,Status_35,Status_36,Opening date_31,Opening date_32,Opening date_33,Opening date_34,Opening date_35,Opening date_36,Closing date_21,Closing date_22,Closing date_23,Closing date_24,Closing date_25,Name_y,Cost_1,Cost_2,Cost_3,Cost_4,Flash Pass available,Soft opening date,Park section_5,Park section_6,Replaced by_5,Replaced by_6,Park section_7,Park section_8,Park section_9,Replaced by_7,Replaced by_8,Replaced by_9,Acceleration,Park section_10,Park section_11,Park section_12,Park section_13,Park section_14,Park section_15,Park section_16,Restraints,Name_1,Name_2,Name_3,Name_4,Name_5,Name_6,Name_7,Name_8,Name_9,Replaced_1,Replaced_2,Replaced_3,Replaced_4,Fastrack available,Soft opening date_1,Soft opening date_2,Soft opening date_3,Soft opening date_4,Park section_17,Park section_18,Park section_19,Park section_20,Park section_21,Park section_22,Park section_23,Park section_24,Park section_25,Park section_26,Park section_27,Park section_28,Park section_29,Park section_30,Park section_31,Park section_32,Park section_33,Park section_34,Park section_35,Park section_36,Website_1,Website_2,Website_3,Website_4,Cost_5,Cost_6,Cost_7,Cost_8,Cost_9
,,,,,,,,,,,,,,,,,,,,,,,,,,,Invertigo,1999.0,,,,In Production,,,,Vekoma,,,,,131.3 ft (40.0 m),,"1,013.8 ft (309.0 m)",50 mph (80 km/h),1:30,,,,Invertigo (roller coaster),"The first installation of an Invertigo roller coaster occurred at Liseberg in 1997. HangOver was originally scheduled to open in 1996 as a launched roller coaster, however, the technology at the time prevented this from occurring and forced the opening back by a year. On March 21, 1998, California's Great America opened a ride known simply as Invertigo. On April 17, 1999, Face/Off opened at Kings Island. It was originally themed after the 1997 Paramount Pictures/Touchstone Pictures film of the same name. On May 8, 1999, Two Face: The Flip Side opened at Six Flags America. It was themed after DC Comics' Batman rival, Harvey Dent A.K.A. Two-Face.In 2002, HangOver at Liseberg closed and was relocated to Allou Fun Park the following year. The ride, however, was never set up there and was relocated to Sommerland Syd where it operated under the name Tornado from July 2, 2005.An accident in October 2007 closed Two Face: The Flip Side at Six Flags America indefinitely. The coaster did not reopen for the 2008 season and was sold to a park in Italy. The ride reopened as Diabolik at Movieland Park for the 2015 season.
In 2008, Face/Off at Kings Island was renamed to Invertigo following the park's initiative to remove Paramount themes from the park after being sold to Cedar Fair two years prior.On January 27, 2011, California's Great America announced that Invertigo would be removed from the park and relocated to a different Cedar Fair park. Invertigo was removed and moved into storage in Allentown, Pennsylvania. During this time, the track received a new teal paint scheme, with the supports remaining in royal blue. On August 30, 2011, Dorney Park & Wildwater Kingdom announced that Invertigo would reopen as Stinger for the park's 2012 season. Construction of the main ride was completed in November 2011, and the station and queue closely followed. An incident on May 3, 2014, resulted in a temporary closure when the coaster experienced a rollback that injured two riders – both were transported to the hospital. During the 2017 offseason, it was announced by Dorney Park that Stinger would be removed to make way for future development. The coaster was demolished in April 2018.In 2011, Sommerland Syd's installation of Tornado closed with the ride currently being relocated to Bagatelle where it operates as Triops from June 30, 2012.On February 13, 2012, Kings Island posted a picture of Invertigo getting a new paint scheme on their Facebook page. The ride was given an aqua-colored track and royal blue supports.On December 15, 2017, Dorney Park announced on their website that Stinger would be removed. The ride was scrapped prior to the 2018 operating season. After Stinger was torn down, its train was reused on Invertigo at Kings Island.",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Over-the-shoulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrenees,1997.0,Parque Espana-Shima Spain Village,,34°21′35″N 136°50′42″E﻿ / ﻿34.359832°N 136.845°E,Operating,1997,General statistics,Steel – Inverted,Bolliger & Mabillard,Werner Stengel,Inverted Coaster,Custom,Chain lift hill,45 m (148 ft),,"1,234 m (4,049 ft)",100 km/h (62 mph),1:53,,,,Pyrenees (roller coaster),History section not found,,6,8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,,,,,130 cm (4 ft 3 in),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Road Runner Express,1997.0,Six Flags Fiesta Texas,Crackaxle Canyon,29°35′57″N 98°36′47″W﻿ / ﻿29.599149°N 98.612984°W,Operating,"May 1, 1997[1]",General statistics,Steel – Mine Train,Arrow Dynamics,Alan Schilke,Mine Train,,,73 ft (22 m),67 ft (20 m),"2,400 ft (730 m)",35 mph (56 km/h),2:24,27°,1800 riders per hour,3.0,Road Runner Express (Six Flags Fiesta Texas),History section not found,,0,2 trains with 6 cars. Riders are arranged 2 across in 3 rows for a total of 36 riders per train.,,,,,42 in (107 cm),,,,,,,,,,,,,,Flash Pass Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Big Apple Coaster,1997.0,New York-New York Hotel and Casino,,36°6′7″N 115°10′25″W﻿ / ﻿36.10194°N 115.17361°W,Operating,"January 3, 1997; 27 years ago",General statistics,Steel,TOGO,TOGO,Sitdown Looping,Custom,Chain lift,203 ft (62 m),144 ft (44 m),"4,777 ft (1,456 m)",67 mph (108 km/h),2:40,55°,,,Big Apple Coaster,,,2,3 cars. Riders are arranged 2 across in 3 rows for a total of 18 riders per train.,,,,$25 million,54 in (137 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Skytrak,1997.0,Granada Studios Tour,,53°28′41″N 2°15′26″W﻿ / ﻿53.478128°N 2.257115°W,Removed,October 1997,General statistics,Steel – Flying,Skytrak International,,,,,50 ft (15 m),,"1,282 ft (391 m)",28 mph (45 km/h),,,240 riders per hour,2.5,Skytrak,History section not found,1998,,,,,,,55 in (140 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Stampida,1997.0,,,41°05′25″N 1°09′24″E﻿ / ﻿41.0904°N 1.15658°E,Operating,"March 17, 1997",,Wood – Racing,Custom Coasters International,"Dennis McNulty, Larry Bill, John Wardley",,,Chain,84 ft (25.6 m),,"3,127 ft (953.1 m)",46 mph (74.0 km/h),1:40,,,,Stampida,History section not found,,0,,,,General Statistics,,120 cm (3 ft 11 in),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Superman: Escape from Krypton,1997.0,,Samurai Summit,34°25′30″N 118°35′53″W﻿ / ﻿34.424996°N 118.59802°W,Operating,"March 15, 1997",,Steel – Launched – Shuttle – Dueling,Intamin,,Reverse Freefall Coaster,,Linear synchronous motor,415 ft (126.5 m),328.1 ft (100.0 m),"1,235 ft (376.4 m)",100 mph (160.9 km/h),0:28,90°,"1,050 riders per hour",4.5,Superman: Escape from Krypton,,,0,,,,General Statistics,"US$20,000,000",48 in (122 cm),,,,,,,,,,,,,,Flash Pass Available,,,,,,,,,,Must transfer from wheelchair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 to 100 mph in 7 seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Wild West Express Coaster,1997.0,,,,,,General statistics,Steel,Zierer,Ing.-Büro Stengel GmbH,Tivoli,Oval,,10 ft (3.0 m),,197 ft (60 m),16 mph (26 km/h),,,600 riders per hour,,Wild West Express Coaster,,"June 30, 2009; 14 years ago",0,,,,,,,,39°33′41″N 107°19′11″W﻿ / ﻿39.5614°N 107.3198°W,39°33′39.3″N 107°19′7.4″W﻿ / ﻿39.560917°N 107.318722°W,Operating,Removed,"May 25, 2012; 11 years ago",1997; 27 years ago,39°33′41″N 107°19′11″W﻿ / ﻿39.5614°N 107.3198°W,39°33′39.3″N 107°19′7.4″W﻿ / ﻿39.560917°N 107.318722°W,Operating,Removed,"May 25, 2012; 11 years ago",1997; 27 years ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Wild West Express Coaster,2012.0,,,,,,General statistics,Steel,Zierer,Ing.-Büro Stengel GmbH,Tivoli,Oval,,10 ft (3.0 m),,197 ft (60 m),16 mph (26 km/h),,,600 riders per hour,,Wild West Express Coaster,,"June 30, 2009; 14 years ago",0,,,,,,,,39°33′41″N 107°19′11″W﻿ / ﻿39.5614°N 107.3198°W,39°33′39.3″N 107°19′7.4″W﻿ / ﻿39.560917°N 107.318722°W,Operating,Removed,"May 25, 2012; 11 years ago",1997; 27 years ago,39°33′41″N 107°19′11″W﻿ / ﻿39.5614°N 107.3198°W,39°33′39.3″N 107°19′7.4″W﻿ / ﻿39.560917°N 107.318722°W,Operating,Removed,"May 25, 2012; 11 years ago",1997; 27 years ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Windjammer Surf Racers,1997.0,,The Boardwalk,33°50′45″N 118°00′03″W﻿ / ﻿33.84583°N 118.00083°W,Removed,"March 26, 1997",,Steel – Wild Mouse – Racing,TOGO,TOGO,Looping Mouse,Custom,Chain lift hill,69 ft (21.0 m),54 ft (16.5 m),"1,851 ft (564.2 m)",40 mph (64.4 km/h),1:30,42°,1400 riders per hour,,Windjammer Surf Racers,"On September 26, 1996, Knott's Berry Farm announced a new roller coaster for the 1997 season called Windjammer Surf Racers. It opened to the public on March 26, 1997. Windjammer experienced mechanical issues early on. Within a few weeks of operation, the ride needed several major repairs costing over $2 million. It also quickly gained a negative reputation for being rough, as the over-the-shoulder restraints lacked padding. The racing coaster would also frequently stall in reportedly ""slight breezes"".In 1999, an apparel company challenged the coaster's name, which was temporarily changed to Jammer until the dispute was resolved. In 2000, Knott's Berry Farm filed a lawsuit against the manufacturer, TOGO, suing for $17 million in damages. Knott's reported problems including misaligned and poorly designed tracks, defective safety restraints, and wrinkles in the main frame of the trains. The park also alleged that the ride's design flaws prevented operation during medium winds, sometimes stalling even during slight breezes, which Knott's called an ""embarrassment."" The ride remained closed during the lawsuit as evidence, but Knott's was unable to complete a sale of the ride. TOGO shut their American offices down in March 2001 after filing for Chapter 7 bankruptcy.In June 2001, the park erected construction walls surrounding Windjammer Surf Racers, and the nearby Headspin scrambler ride was relocated. Windjammer was demolished the following month in July 2001. A hydraulically-launched roller coaster, Xcelerator, was built in its place for the following season.The ride remained closed during the lawsuit as evidence. When Knott's was unable to complete a sale of the ride, it was dismantled in July 2001. In November 2003, the jury rejected Knott's lawsuit in favor of TOGO International.","March 2, 2000",1,10 trains with 2 cars. Riders are arranged 2 across in 2 rows for a total of 8 riders per train.,Wacky Soap Box Racers,Xcelerator,General Statistics,"$6,200,000",48 in (122 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Zeus,1997.0,Mt. Olympus Water & Theme Park,,43°37′00″N 89°47′21″W﻿ / ﻿43.61667°N 89.78917°W,Operating,"June 7, 1997",General statistics,Wood,Custom Coasters International,,,,,90 ft (27 m),85 ft (26 m),"2,900 ft (880 m)",60 mph (97 km/h),1:25,,,,Zeus (roller coaster),Zeus was partially retracked at the end of the 2018 season in order to provide a smoother riding experience.,,,,,,,,48 in (122 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Zoomerang,1997.0,Lake Compounce,,41°38′35″N 72°55′23″W﻿ / ﻿41.642960°N 72.922946°W,Operating,"June 27, 1997",General statistics,Steel – Boomerang,Vekoma,Vekoma,Boomerang,,,116.5 ft (35.5 m),,935 ft (285 m),47 mph (76 km/h),1:48,,760 riders per hour,5.2,Zoomerang (Lake Compounce),History section not found,,3,,,,,,48 in (122 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Batman & Robin: The Chiller,1998.0,,Movietown,40°08′12.16″N 74°26′30.75″W﻿ / ﻿40.1367111°N 74.4418750°W,Removed,"April 4, 1998",,Steel – Launched – Shuttle,Premier Rides,Werner Stengel,Dueling LIM Shuttle Loop Coaster,Dueling,LIM launch track,200 ft (61.0 m),139 ft (42.4 m),"1,137 ft (346.6 m)",65 mph (104.6 km/h),0:32,90°,1360 riders per hour,5,Batman & Robin: The Chiller,,"June 28, 2007",1 (2007) 2 (1997-2006),2 (one on each side) trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,,Justice League: Battle for Metropolis,General Statistics,"US$15,000,000",54 in (137 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,"Individual ratcheting lap bar, formerly individual shoulder harness",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"June 7, 1997",,,,,,,,,,,0 to 65 mph (105 km/h) in 4 seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue Tornado,1998.0,Gardaland,,45°27′24″N 10°42′49″E﻿ / ﻿45.456601°N 10.713660°E,Operating,1998,General statistics,Steel – Inverted,Vekoma,Vekoma,Suspended Looping Coaster (765m Extended w/ Helix),,,108.27 ft (33.00 m),98.43 ft (30.00 m),"2,509 ft (765 m)",49.7 mph (80.0 km/h),1 min 42 sec,59°,1500 riders per hour,4.5,Blue Tornado (roller coaster),History section not found,,5,3 trains with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,,,,,55–78.75 in (140–200 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Excalibur,1998.0,Funtown Splashtown USA,,43°31′42″N 70°25′52″W﻿ / ﻿43.5283°N 70.4312°W,Operating,1998,General statistics,Wood,Custom Coasters International,"Dennis McNulty, Larry Bill",,,Chain lift hill,100 ft (30 m),82 ft (25 m),"2,700 ft (820 m)",55 mph (89 km/h),1:58,,,,Excalibur (Funtown Splashtown USA),History section not found,,,,,,,,48 in (122 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,GhostRider,1998.0,Knott's Berry Farm,Ghost Town,33°50′31″N 117°59′55″W﻿ / ﻿33.84194°N 117.99861°W,Operating,"December 8, 1998",General statistics,Wood,Custom Coasters International,,,Double Out and Back,Chain Lift,118 ft (36 m),108 ft (33 m),"4,533 ft (1,382 m)",56 mph (90 km/h),2:40,51°,450 riders per hour,3.1,GhostRider (roller coaster),"By 1997, the Knott family, which operated Knott's Berry Farm amusement park in Buena Park, California, planned to add a wooden roller coaster to the park. Knott's already had several major attractions, including the Calico Mine Ride, a prototype Corkscrew coaster, a looping shuttle roller coaster named Montezooma's Revenge, and a water ride named Bigfoot Rapids. According to historian Eric Lynxwile, who wrote a book about Knott's Berry Farm, a wooden roller coaster was the only major attraction type that was absent from the park. The Knott family had begun planning for a wooden coaster almost five years before GhostRider was ultimately completed in 1998. Knott's officials hoped that the construction of a wooden coaster would increase the park's annual attendance to 4 million.",,0,3 (2 in operation) trains with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,,,,$24 million,48 in (122 cm),,,,,,,,,,,,,,,,,,,Fast Lane available,,,,,,,Single rider line available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Great Bear,1998.0,Hersheypark,Kissing Tower Hill,40°17′13″N 76°39′11″W﻿ / ﻿40.28694°N 76.65306°W,Operating,"May 23, 1998",General statistics,Steel – Inverted,Bolliger & Mabillard,Werner Stengel,Inverted Coaster,,Chain lift hill,90 ft (27 m),124 ft (38 m),"2,800 ft (850 m)",58 mph (93 km/h),2:55,,,,Great Bear (roller coaster),"After the opening of Sidewinder, a steel shuttle roller coaster in 1991, the park considered in its long-term goals to add a bigger steel roller coaster for the coming decade. Great Bear was part of the Hershey Entertainment and Resorts Company's five-year plan, alongside an expansion to its Hershey Lodge and Convention Center at an estimated $26 million dollars, as well as renovations for the Hersheypark Arena. The park conducted surveys showing that guests wanted the park to add roller coasters.During the planning stages, Jeff Budgeon, then the park's planning, engineering, and maintenance director, said that park executives did not want to build record-breaking roller coasters because these would not equate to better thrills and would be expensive. Four manufacturers presented proposals to Hersheypark that would be designed specifically for the park's layout and terrain. Ultimately, the park chose Swiss manufacturer Bolliger & Mabillard (B&M).Hersheypark announced on August 19, 1997, its intentions to build a $13 million roller coaster (equivalent to $23,340,547 in 2022) for the 1998 operating season. Named the Great Bear, the attraction would be a steel inverted roller coaster built by B&M. At the time, the closest roller coaster similar to the Great Bear was located at Six Flags Great Adventure in Jackson Township, New Jersey. The park's general manager said the project would constitute ""the largest sum of money ever spent on a single attraction at Hersheypark"". Ground breaking and construction of the Great Bear started in mid-November. By December, excavation work was completed, with concrete foundation work taking place for the track and station. In the same month, track work began to be assembled on site.In the new year, the park would increase admission prices because of the construction of Great Bear. A press conference was held on March 31, for media to view the Great Bear which was nearing completion with all of the track work in place. To be finished were the electrical wiring for the controls and testing the roller coaster. The roller coaster was revealed to media personnel on May 22, to ride, and opened to the public a day later on May 23 during the park's 92nd operating season. It was the most expensive roller coaster ever constructed in the park, as well as the first inverted looping coaster in Pennsylvania. To promote the Great Bear, Hersheypark created a 30-second television advertisement called ""Brave Souls"". At the end of 1998, the International Association of Amusement Parks and Attractions gave the commercial a Brass Ring Award for ""originality, creativity, and excellence in marketing"". In its first five seasons of operation, the Great Bear attracted an average of 1.2 million riders annually.",,4,2 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,,,,"US$13,000,000 ($23.3 million in 2022 dollars)",,,,,,,,,,,,,,,,,,,,,,,,,,,,Over-the-shoulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
